gene_symb,scores,logfoldchanges,pvals,pvals_adj
PUM1,9.035491,1.1344916,1.6326740217161746e-19,1.6603006266305668e-18
ZC3H18,9.034411,1.3393831,1.6488709434479544e-19,1.676227211373341e-18
S1PR1,9.027095,1.581,1.762894902454514e-19,1.7915612557855658e-18
VDR,9.025198,2.560831,1.7937133321029723e-19,1.8222893621504272e-18
MRPL46,9.01982,1.4317857,1.8839829846592472e-19,1.913376296875306e-18
CBX5,9.019061,1.0703186,1.8970790891284756e-19,1.9260519896141925e-18
UCHL5,9.017598,1.3396035,1.922585149424149e-19,1.9513148659195963e-18
TMEM138,9.007726,1.3694801,2.1037386012179586e-19,2.133101014984958e-18
PDHB,9.007197,1.0639621,2.1138946837013866e-19,2.1427049673478184e-18
USP22,8.9980755,1.2887486,2.2970859536691483e-19,2.326886389367023e-18
HK1,8.99522,1.2323117,2.3575908237130493e-19,2.3874038253971303e-18
SNRNP25,8.993868,1.5116684,2.3867908206195793e-19,2.416191638681527e-18
ICAM2,8.988577,1.0916009,2.504530797577184e-19,2.533743580062656e-18
ELOVL1,8.985533,1.3863245,2.5748452925221507e-19,2.604036852524582e-18
PTRHD1,8.983556,1.19598,2.6215520226102583e-19,2.6495615035490568e-18
C16orf91,8.981002,1.4878789,2.6831202299445204e-19,2.7109124724037712e-18
KHSRP,8.970226,1.4824889,2.959063008724853e-19,2.9877852907508498e-18
RNF138,8.966784,1.2049867,3.052987693253743e-19,3.0816279066237253e-18
GNA13,8.964591,1.318588,3.1143499193574334e-19,3.142552701418001e-18
SLC25A38,8.959182,1.4351456,3.2709603941459524e-19,3.2984554235460192e-18
DESI2,8.9575615,1.45228,3.319379788769449e-19,3.346204139283973e-18
NGLY1,8.953616,1.026455,3.4402457585744213e-19,3.4669306387744993e-18
ARFRP1,8.953505,1.2332033,3.443711738364248e-19,3.4693068931764153e-18
ACAT2,8.9529705,1.1431515,3.4604359681421143e-19,3.485034113814658e-18
UBAP2L,8.952379,1.5015196,3.479024446060173e-19,3.502628116739231e-18
NIPSNAP2,8.952295,1.4362339,3.4816690859982297e-19,3.504163958588575e-18
DUSP16,8.951559,1.6248828,3.5049611470344614e-19,3.5264729587016715e-18
BFAR,8.949017,1.1667286,3.5866463257702214e-19,3.607500260398053e-18
MAPKAP1,8.948483,1.2322271,3.603987726626121e-19,3.623778410674069e-18
CFAP20,8.946872,1.3698813,3.656996458001454e-19,3.675897788009102e-18
HAUS1,8.944408,1.5111824,3.739482716983128e-19,3.757604087017289e-18
C21orf59,8.94179,1.0939618,3.8291796257304562e-19,3.846501227502288e-18
SMIM20,8.940492,1.22478,3.8744175432636795e-19,3.890695564372324e-18
AGFG1,8.938093,1.844091,3.9594175841210424e-19,3.9747779408917584e-18
PTCD3,8.93374,1.417599,4.118475017425286e-19,4.133127284314203e-18
AC073621.1,8.933289,1.2317069,4.1352960164925603e-19,4.1486784226978064e-18
EEF1B2,8.930016,1.0035546,4.2594764840476354e-19,4.271891998463021e-18
PRKCSH,8.921058,1.146528,4.618560062780787e-19,4.627575492023334e-18
SMU1,8.920095,1.2509921,4.65886743902988e-19,4.666468278421772e-18
RANBP3,8.916091,1.608367,4.830360244174449e-19,4.8351473658998134e-18
TBRG4,8.915279,1.3959389,4.865860049009142e-19,4.869125726894384e-18
PRR14,8.913963,1.0537791,4.924016192987545e-19,4.925746677911597e-18
FAM89B,8.913802,1.2720597,4.931193892143718e-19,4.931351387956305e-18
DPP3,8.9107895,2.1792831,5.067058821138933e-19,5.065602769753549e-18
POLR3H,8.907217,1.7654942,5.232966651510923e-19,5.2297931319967596e-18
GOT2,8.904806,1.6703317,5.3479562221019895e-19,5.3430075708435036e-18
FXN,8.904467,1.8350945,5.364354056801173e-19,5.3576806976874496e-18
YEATS4,8.904366,1.1561271,5.369222205756331e-19,5.360832796059836e-18
HCCS,8.901234,1.2536341,5.52294465035207e-19,5.512557218590171e-18
VPS72,8.898188,1.1444582,5.676616192877806e-19,5.662329710582893e-18
ARFGAP2,8.8941345,1.1403024,5.887617674349676e-19,5.8709298408140994e-18
PCYT1A,8.891416,1.4599183,6.033519109971242e-19,6.0145022875615896e-18
CSNK1G3,8.889568,1.7492054,6.134655181273374e-19,6.113373277557309e-18
FLII,8.888611,1.0859213,6.187775142086082e-19,6.164347040211815e-18
MT-TT,8.884426,1.5487984,6.425158672482062e-19,6.3987959031197794e-18
CD4,8.882852,2.0535114,6.51678494353427e-19,6.4879826189825604e-18
CDIPT,8.881426,1.1647167,6.600861541348711e-19,6.569598719681165e-18
ZNF106,8.87808,1.2960653,6.802425944269339e-19,6.768057157324984e-18
COX11,8.876679,1.2585605,6.888583874890283e-19,6.849426792845018e-18
SUDS3,8.872495,1.2741042,7.152499859660575e-19,7.107328565719843e-18
PHACTR2,8.87234,1.2961442,7.162473971431248e-19,7.114981678917633e-18
DIS3,8.868593,1.3899316,7.407551051065786e-19,7.356099935297202e-18
RBM28,8.863103,1.6574806,7.7817684464094455e-19,7.722819392251226e-18
C1orf131,8.858629,1.1610973,8.100442615132627e-19,8.03398665576236e-18
PLAGL2,8.856164,2.6733758,8.281530588996414e-19,8.210988102345366e-18
CRK,8.8543415,1.2288748,8.417908228699834e-19,8.343562030668583e-18
EIF2B4,8.854157,1.2879417,8.431841695418621e-19,8.354727700166215e-18
AC004556.1,8.850748,2.4059725,8.69343186086162e-19,8.60847707132948e-18
NSMCE2,8.845811,1.3680155,9.086573728296054e-19,8.989248341443215e-18
USP36,8.842275,1.4938723,9.378944919374048e-19,9.27262849291193e-18
PRPSAP2,8.842044,1.4362512,9.398328279015366e-19,9.288859114401836e-18
RECQL,8.840625,1.0464745,9.518498139871284e-19,9.404660626617539e-18
CCDC91,8.839245,1.0102355,9.636749326564533e-19,9.518493948393125e-18
CRTC3,8.839111,1.3846741,9.648328095445682e-19,9.526925291595702e-18
ANKRD40,8.838029,1.4204646,9.742185284093206e-19,9.616568834496922e-18
VPS13C,8.837243,1.2872574,9.810960704731231e-19,9.681405314397716e-18
MSC,8.834549,2.0481076,1.0050288057440118e-18,9.914447680104209e-18
ELP2,8.832514,1.1357768,1.0234950075777465e-18,1.0093433758194273e-17
PFKL,8.8321905,1.2441702,1.0264543635387765e-18,1.0119430912078912e-17
GOSR1,8.830924,1.0851449,1.0381429821319757e-18,1.0231443158178874e-17
SMIM29,8.827622,1.1139311,1.0692443354740313e-18,1.0534647384527185e-17
NABP1,8.825362,1.0960121,1.091060146232132e-18,1.074620454189188e-17
DBF4,8.8248005,1.58942,1.0965516182615691e-18,1.0796895509241505e-17
ANKRD10,8.824723,1.2472167,1.097311910585027e-18,1.0800984983441613e-17
RBM18,8.820759,1.5144928,1.1368701471508017e-18,1.1183330561557888e-17
RNU7-49P,8.819702,1.2235149,1.147649029691939e-18,1.128581619619482e-17
ELK4,8.81465,1.2735296,1.2006023042494682e-18,1.1802844191006309e-17
SEC23B,8.812037,1.5076059,1.2289188094982524e-18,1.20736356586758e-17
SMARCA2,8.810605,1.157877,1.2447194374551665e-18,1.2225034600426198e-17
PRR34-AS1,8.809618,1.1108853,1.2557323392018382e-18,1.2329330596660007e-17
DDX41,8.807096,1.5741701,1.2842995111854809e-18,1.2605862694272284e-17
CAMK2D,8.803731,1.8000116,1.3234143497670426e-18,1.2985718177861444e-17
TMEM106B,8.79788,1.1214184,1.394253803451941e-18,1.3672245800151495e-17
LARP1B,8.797586,1.4087838,1.3979041756848757e-18,1.3703750045356652e-17
ZNRF1,8.796104,1.7291039,1.4164832296375762e-18,1.388153565044825e-17
RPP38,8.793718,1.058509,1.4469018226291446e-18,1.417520117908046e-17
CKS1B,8.790982,1.1948233,1.482578938450158e-18,1.4520184279578637e-17
MRPS30,8.790578,1.0952694,1.4879285452097713e-18,1.4568020850238632e-17
PTEN,8.790221,1.2791396,1.4926564213588945e-18,1.460974217229395e-17
RNF4,8.7845125,1.2288365,1.570439419548473e-18,1.5356661044810193e-17
DCP1A,8.784274,1.0228845,1.573781709940825e-18,1.5384539219468365e-17
NSL1,8.783976,1.116535,1.5779547394150716e-18,1.5420518366362454e-17
RANGAP1,8.781381,1.4477804,1.6148024869073888e-18,1.5775688195805696e-17
ST3GAL1,8.779972,1.2263384,1.6351583164082833e-18,1.5964590597149907e-17
NADK,8.777544,1.6064157,1.670831986620534e-18,1.6307799355696865e-17
AGPAT5,8.773079,1.694632,1.7384676781029424e-18,1.6962655490520794e-17
ARFIP2,8.769544,1.2425454,1.793915523787981e-18,1.749822086147211e-17
RAP1GDS1,8.767339,1.366556,1.8293938888714312e-18,1.783872689332089e-17
RBM15B,8.765969,1.7042067,1.8517636938442763e-18,1.804561874197265e-17
SETX,8.765689,1.3960552,1.856387419750171e-18,1.8085048693154205e-17
PSMD5-AS1,8.763705,1.1485565,1.889355469015984e-18,1.8400500494668574e-17
TPD52L2,8.75595,1.2374167,2.0239080838242173e-18,1.9692537604916117e-17
PREX1,8.753539,1.447617,2.0676363881640376e-18,2.0111762332961845e-17
POC1B,8.751058,1.5266368,2.1136321585666536e-18,2.0540017540931253e-17
DPF2,8.748591,1.0308294,2.160316935755876e-18,2.0980671084197338e-17
OTUD4,8.747267,1.6222717,2.185825155085553e-18,2.122182059872365e-17
PCNA,8.745934,1.1898365,2.2117950111731083e-18,2.146730117633019e-17
UBA3,8.7456255,1.047175,2.217840690152916e-18,2.1519308909010832e-17
MBD2,8.745076,1.6426659,2.2286564663959236e-18,2.1617553475626628e-17
RING1,8.740085,1.316343,2.329365906448064e-18,2.2573437293963272e-17
PHF19,8.73904,1.3795625,2.3509913001194946e-18,2.2775955630582138e-17
APIP,8.733753,1.2492967,2.463589028190521e-18,2.3859398719973216e-17
NOP2,8.732277,1.460654,2.4959595690437544e-18,2.4165426736650894e-17
ARHGAP9,8.732009,1.3501347,2.5018900779482697e-18,2.421535710375217e-17
PYM1,8.730556,1.1865155,2.534240616438543e-18,2.4513317250944465e-17
ZNF281,8.72664,1.1851473,2.6235138294340262e-18,2.5361173668851122e-17
GPN3,8.723717,1.1928846,2.6921506632719688e-18,2.6008617530919038e-17
PBX4,8.723011,1.6212637,2.70900797714354e-18,2.616340184217809e-17
AC113398.1,8.722956,1.1222512,2.710312863456796e-18,2.6167932799166122e-17
TOMM70,8.720482,1.6013484,2.7701923969301346e-18,2.6737821868150258e-17
TPMT,8.717742,1.6654817,2.838041953309216e-18,2.7384262434534625e-17
MBIP,8.713331,1.4018826,2.9507279350057668e-18,2.844527166655344e-17
PRPS1,8.712761,1.1567074,2.965614447672176e-18,2.85711858372503e-17
TXNDC15,8.705941,1.1306134,3.1495009264854895e-18,3.0324115470229746e-17
SNX20,8.697475,1.5718849,3.3934847806295683e-18,3.265316593924167e-17
DNAJC10,8.69458,1.3414309,3.4811369389748955e-18,3.348629145813915e-17
SNX1,8.69261,1.3904195,3.542073480097444e-18,3.4061997154585706e-17
CD151,8.6922035,1.1853572,3.554780226804122e-18,3.4173694713375454e-17
METTL21A,8.688941,1.352896,3.65833750931813e-18,3.515844252739717e-17
NFKBIE,8.686546,1.8298017,3.736231316745864e-18,3.587400759234276e-17
MCM3,8.686222,1.4532009,3.746929011793197e-18,3.59656941410965e-17
UBA6,8.67827,1.1258101,4.0183444887258575e-18,3.8547299107382135e-17
ADTRP,8.67362,2.6367836,4.185957321793228e-18,4.0130590845887256e-17
UNC119,8.668473,1.6074917,4.3795349909751496e-18,4.1947880116984666e-17
SIGMAR1,8.667706,1.7367232,4.4091412725463174e-18,4.221853895556506e-17
TXLNA,8.664171,2.0803216,4.5480957880367696e-18,4.353574662770385e-17
UBL4A,8.661377,1.2808895,4.66100959243882e-18,4.4602955791213897e-17
CNOT1,8.652509,1.215174,5.037959128971453e-18,4.8180677546495156e-17
MAPK13,8.652467,2.2055914,5.0398110078889896e-18,4.818367098259914e-17
RAPGEF1,8.649565,1.5285398,5.169606551806015e-18,4.939443110881848e-17
MRGBP,8.648947,1.3891002,5.197696226925505e-18,4.963253021081564e-17
LINC00667,8.64743,1.351582,5.2671784473612536e-18,5.028067816016103e-17
ATXN10,8.645416,1.1902311,5.360954164696991e-18,5.112910016778176e-17
SAMM50,8.644638,1.3281089,5.3975961439073044e-18,5.146289064003702e-17
STK40,8.643079,1.2878256,5.471824230300838e-18,5.2154730129360585e-17
POLG,8.6399,1.560709,5.626206259296179e-18,5.357729446010422e-17
LMNB2,8.639005,1.9251323,5.6704605947501596e-18,5.398230212290127e-17
PLRG1,8.631089,1.0829566,6.077061790616033e-18,5.781795251473064e-17
HBS1L,8.630538,1.097593,6.106430372081285e-18,5.807972095389948e-17
TRIM38,8.625187,1.0600773,6.398781034476981e-18,6.084185635302422e-17
MARCKSL1,8.620141,1.1075888,6.6871623980409136e-18,6.356458465241622e-17
SMC5,8.613638,1.3452325,7.077799009835519e-18,6.723694320296113e-17
TMEM18,8.612368,1.1438982,7.156701773015647e-18,6.796587479978554e-17
AMZ2,8.612097,1.0766295,7.173609649470367e-18,6.810578888252477e-17
EXOC3,8.611091,1.4463041,7.23686968404967e-18,6.86855491595269e-17
RGS19,8.609374,1.1600468,7.346080787891463e-18,6.970095016656653e-17
EXOC7,8.607676,1.0611768,7.455691361918562e-18,7.071952506302093e-17
RNPEPL1,8.606043,1.1833981,7.562629159174996e-18,7.171213858356399e-17
METTL1,8.605231,2.1554356,7.61631631386378e-18,7.219935819055063e-17
SNAP29,8.604584,1.3808874,7.659452739407161e-18,7.258629682916998e-17
CD46,8.601355,1.0797089,7.878058658136204e-18,7.461279329851864e-17
B3GALT6,8.600914,2.1293418,7.908341735398361e-18,7.487695436258183e-17
MKNK1,8.599584,1.417953,8.000612693535247e-18,7.570480025605381e-17
ACD,8.597449,1.1505344,8.150758747189997e-18,7.710223780461207e-17
KIF20B,8.595009,1.1546072,8.325848636842952e-18,7.871094404232781e-17
SNRPGP10,8.594745,1.5797096,8.345022901435262e-18,7.886840086533035e-17
TRAF2,8.594602,1.6697954,8.355389017880423e-18,7.894254240762035e-17
IREB2,8.587698,1.1495565,8.872887897209666e-18,8.375610278852332e-17
MRFAP1L1,8.584145,1.0322595,9.151463842076268e-18,8.635969992744122e-17
NAPG,8.578889,1.5326318,9.579389151682048e-18,9.031624622954427e-17
ANKRD17,8.578738,1.2265481,9.591966340077168e-18,9.040760327337632e-17
SART1,8.5776,1.0821809,9.687345682909595e-18,9.12791094425466e-17
SUSD6,8.574954,1.5268929,9.912649913953739e-18,9.33739414728657e-17
YIPF2,8.570381,1.6050457,1.0314277477859209e-17,9.712792243887211e-17
RRP36,8.567907,1.7928536,1.0538224105921285e-17,9.920695579690356e-17
WSB2,8.565178,1.7145703,1.079089553994412e-17,1.0152455836874711e-16
AC245060.4,8.559704,1.7875901,1.1315748860829781e-17,1.063986223968292e-16
GLG1,8.556281,1.0280416,1.1656731386768237e-17,1.0957187524800365e-16
SOS1,8.55596,1.3119736,1.1689193710563334e-17,1.0984404089779367e-16
BCL2L13,8.553767,1.626549,1.1913528121902125e-17,1.119185355610193e-16
PTPN11,8.550394,1.5395364,1.2266928602784556e-17,1.1520389966460323e-16
FAM210A,8.548639,1.5888826,1.245483744625378e-17,1.169335578049931e-16
CSF2,8.547499,2.896162,1.2578487092051033e-17,1.180590555573171e-16
CASC3,8.54588,1.5494201,1.2756042424596726e-17,1.196896746648331e-16
NUPL2,8.545569,1.5895237,1.2790362970904662e-17,1.199757504439772e-16
DGKE,8.545096,2.0977187,1.2842947265198193e-17,1.2043292058119814e-16
HSPA14,8.543639,1.4960421,1.3005996046584816e-17,1.2192537192054406e-16
IKBIP,8.542494,1.599077,1.3135520317551543e-17,1.2310274668148948e-16
RAD51C,8.541545,1.2697166,1.3243948261063904e-17,1.2408176660747214e-16
CHMP7,8.540637,1.4589967,1.3348414510674393e-17,1.2502309504748008e-16
EFTUD2,8.540381,1.674937,1.337799496661618e-17,1.2526267954537056e-16
HOOK3,8.536983,1.1608862,1.3777221180381726e-17,1.2896220399968081e-16
PPIL1,8.535352,1.998907,1.3972983006537723e-17,1.3075555018460927e-16
GCDH,8.534687,1.6566461,1.4053531921975364e-17,1.3147001434388128e-16
DUSP22,8.532561,1.4917823,1.431427624897408e-17,1.3386926631769038e-16
RBM10,8.532272,1.3737706,1.4350129231044422e-17,1.341644957758232e-16
PSTPIP1,8.530437,1.0921061,1.4579529055026344e-17,1.3626854753490444e-16
NFKBID,8.527115,1.6315016,1.500432175160459e-17,1.401970511383143e-16
RAB29,8.520745,1.2742547,1.585295147980291e-17,1.4803810431974614e-16
H3F3B,8.519284,1.0359775,1.605423284985807e-17,1.4987301274952472e-16
CERK,8.517171,1.3459336,1.6349793620322992e-17,1.525867028452856e-16
OXCT1,8.514882,1.9176586,1.6676044990022568e-17,1.5558511462532676e-16
PITPNA,8.514422,1.5281148,1.674224368926795e-17,1.5615620856558498e-16
OXLD1,8.512158,1.0251005,1.707251456152663e-17,1.5914185871865443e-16
RINL,8.5113535,1.4260511,1.7191486717010342e-17,1.6020316684414012e-16
MT-ND1,8.510379,1.1333553,1.7336650098450933e-17,1.615078402953279e-16
MAK16,8.49921,1.7326206,1.9088430642105852e-17,1.7772163301664479e-16
DEF6,8.49759,1.072569,1.9356734951837208e-17,1.8016609039149075e-16
DDX3Y,8.488216,1.1413378,2.0983197641412945e-17,1.9518862191036264e-16
RBM14,8.485747,1.2478992,2.1433716275706648e-17,1.9932019314186246e-16
PHTF2,8.482427,2.2535086,2.2054583169960196e-17,2.0503297316942503e-16
PDE12,8.48239,1.8022611,2.2061341836791066e-17,2.050349285401499e-16
NFYB,8.479542,1.4618013,2.2608301163030603e-17,2.099313516357209e-16
TTF1,8.477992,1.2155212,2.291132150164704e-17,2.1268200045599478e-16
CDKN1A,8.47416,1.0917593,2.367819910230963e-17,2.197356526652095e-16
ADPRHL2,8.469673,1.0426729,2.460818854994088e-17,2.282983679073181e-16
FAM192A,8.463182,1.203191,2.6017739669375596e-17,2.4123229102393224e-16
NSUN5,8.457906,1.3797356,2.722214122119912e-17,2.5232458963202063e-16
NAA25,8.457621,1.321002,2.7288761761034658e-17,2.5286724459892173e-16
SEC14L1,8.457155,1.3930624,2.7397855738035217e-17,2.5380303580284637e-16
CHAC2,8.455837,1.8521202,2.770929739472649e-17,2.5661218891638013e-16
NEK7,8.454617,1.182431,2.8000577231448267e-17,2.5923302001593053e-16
AC016831.1,8.451677,1.8359728,2.871471235382733e-17,2.6576599423904447e-16
TMEM43,8.449891,1.1249584,2.9157441100280043e-17,2.697838765634954e-16
EBPL,8.4492035,1.0169793,2.9329670709729206e-17,2.712972879150166e-16
RPL13AP5,8.446733,1.1401275,2.9956542680569014e-17,2.7701397160995167e-16
RABEP1,8.438392,1.2647964,3.2173284117546604e-17,2.973369831772437e-16
OAT,8.437105,1.1422247,3.252946519254811e-17,3.005400072717244e-16
IMPAD1,8.436985,1.7188742,3.256272751649903e-17,3.007585726457525e-16
GFM1,8.436164,1.3212935,3.2792389523288803e-17,3.02790477252638e-16
NUP160,8.435004,1.3852062,3.3119096420014746e-17,3.057169893888802e-16
HLA-DRA,8.428008,1.0967366,3.5159822167441494e-17,3.243633446920332e-16
MTND1P23,8.427511,1.1203992,3.5309387291674235e-17,3.256471945477502e-16
FLYWCH2,8.427012,1.0680279,3.546021506342648e-17,3.2694192987365913e-16
CRYBG1,8.425025,1.6639413,3.6067324623437137e-17,3.324415664658346e-16
ARRDC1,8.423389,1.0359466,3.6574524812140646e-17,3.370173473787333e-16
VEZT,8.423097,1.4336202,3.6666302605440245e-17,3.377636366222241e-16
SIRT2,8.422943,1.1820695,3.671424824527976e-17,3.3810583141410427e-16
JMJD8,8.422367,1.4844939,3.68954213494405e-17,3.396743716178569e-16
SPATA13,8.4221735,1.0967767,3.695622864088604e-17,3.401341784170437e-16
YIPF6,8.42087,1.2186711,3.7369940336488356e-17,3.4384078809162126e-16
SF3A1,8.419021,1.0745804,3.796442918957987e-17,3.4900300715059753e-16
FTSJ1,8.417404,1.6220369,3.849173672018971e-17,3.536681377018524e-16
NEDD9,8.417396,1.0658641,3.8494491178432914e-17,3.536681377018524e-16
PIGH,8.414438,1.3846784,3.9478357312423584e-17,3.626010107976811e-16
AP001324.1,8.4137945,1.1087246,3.9695686609716564e-17,3.6449021801666725e-16
TMEM203,8.409587,1.0011649,4.11458318631598e-17,3.776948523797703e-16
NOC4L,8.408308,1.5979387,4.1596849448595466e-17,3.8172302259231326e-16
UBA1,8.405521,1.3045739,4.2596430811013346e-17,3.9078137858881896e-16
PUM2,8.40127,1.1066605,4.416758665828849e-17,4.050765395013681e-16
RPL23AP2,8.400301,1.231684,4.453343064091176e-17,4.08312224538093e-16
ZBTB38,8.394153,1.2394382,4.6926710262316404e-17,4.3012945697405997e-16
DOCK10,8.391051,1.272799,4.8181224229484976e-17,4.412408048696707e-16
CCDC32,8.390253,1.4739652,4.85097176220705e-17,4.441192305452192e-16
CTU1,8.389522,1.8969636,4.881255904093623e-17,4.4676119150270515e-16
NUP93,8.379207,1.615312,5.328562844038818e-17,4.874163926663728e-16
MPV17,8.376622,1.290041,5.4468547488938626e-17,4.979458950149365e-16
THAP12,8.367515,1.5969694,5.884618940630625e-17,5.374950514879973e-16
TIMM8A,8.365076,1.7553549,6.007593581358906e-17,5.484074712126202e-16
SIN3A,8.364831,1.2113038,6.020104497004515e-17,5.493893672565095e-16
AC131235.1,8.361855,1.055094,6.174010307254776e-17,5.631064279943324e-16
MRPS22,8.36154,1.302512,6.190492839834472e-17,5.644453153991182e-16
NCAPH2,8.358951,1.6828016,6.327858935636566e-17,5.7663443286879095e-16
CSRNP1,8.351141,1.1049933,6.760649738208603e-17,6.157146711839721e-16
ZNF800,8.350166,1.1358364,6.816685169326545e-17,6.204570620255334e-16
NCBP3,8.348915,1.321407,6.889299419975947e-17,6.268842026703484e-16
IGFLR1,8.344391,2.2149153,7.158200516065032e-17,6.511633246906226e-16
COPG1,8.3435335,1.2993639,7.210319063454494e-17,6.557139128545561e-16
CIAPIN1,8.339137,1.4751531,7.48347339918038e-17,6.797651163380821e-16
DYNC1H1,8.338185,1.1483614,7.543941745327014e-17,6.849696867277741e-16
RFLNB,8.338166,1.6062982,7.545145314822564e-17,6.849696867277741e-16
N4BP1,8.337596,1.3820263,7.581609338973953e-17,6.880804927901839e-16
GCHFR,8.334271,1.1117862,7.797713864911928e-17,7.072833685523099e-16
DYNC1LI1,8.332468,1.224704,7.917423822507026e-17,7.179335572155154e-16
LEPROT,8.331787,1.0466689,7.963133371546196e-17,7.218693369903965e-16
HECA,8.3297,1.2765505,8.104699055448691e-17,7.344898180178118e-16
MRPS17,8.328407,1.9340526,8.193727678977761e-17,7.423431925823863e-16
COMTD1,8.325384,1.0784854,8.405576065748027e-17,7.613161475112424e-16
ANKH,8.325116,1.5739456,8.424639869306243e-17,7.628221484900168e-16
RRP8,8.32508,1.4064994,8.427174986053057e-17,7.62831095658593e-16
NSUN2,8.322704,1.330965,8.597839816554317e-17,7.780548049021165e-16
RPL21P16,8.315143,1.1280648,9.164183683614302e-17,8.288558647823086e-16
DNTTIP1,8.315139,1.1356883,9.164507693386836e-17,8.288558647823086e-16
AC006001.3,8.3133,1.1598536,9.307680012361911e-17,8.415615618454051e-16
LTBP4,8.313153,1.4649197,9.319202268640503e-17,8.423601103735647e-16
PSME2P2,8.311402,1.5359858,9.457735677594855e-17,8.546353875935717e-16
CUL5,8.307413,1.269898,9.781092280230147e-17,8.836000588179058e-16
UBE2Q2,8.307348,1.0909674,9.786449014154083e-17,8.838289734126868e-16
XPO6,8.306631,1.6910079,9.845738231716205e-17,8.88927075470779e-16
PSPC1,8.30625,1.1483475,9.877434058784751e-17,8.91531674299825e-16
PPP1R16B,8.301813,1.5275934,1.0253408981661272e-16,9.252002554028704e-16
AC005019.1,8.299995,1.0328231,1.0411503503347827e-16,9.389244994047349e-16
POMGNT1,8.295264,1.8741075,1.0834421081232835e-16,9.767824891289414e-16
NUP153,8.29478,1.3558795,1.0878649939451371e-16,9.804876460971843e-16
LRBA,8.291905,1.214627,1.1144838862102258e-16,1.0036124521463439e-15
CHAC1,8.289685,2.586356,1.1354837945761377e-16,1.021935415118524e-15
CIZ1,8.282904,1.4681166,1.2020798536700275e-16,1.080939755837514e-15
ING3,8.282904,1.341592,1.2020798536700275e-16,1.080939755837514e-15
NCK2,8.282866,1.3269141,1.202460971360437e-16,1.0809720205072253e-15
PUS7L,8.279858,1.3544964,1.2332310014356747e-16,1.1083150369102302e-15
LPIN2,8.273157,1.0292186,1.3045787752849367e-16,1.1720994557516974e-15
KRTCAP2,8.272937,1.1645651,1.3069905855430274e-16,1.1739294958100324e-15
PRKCQ,8.272572,1.1461405,1.3109969822744555e-16,1.1771903215370082e-15
LTA4H,8.270402,1.214882,1.335079589930001e-16,1.198471245421395e-15
MTMR9,8.268367,1.4123497,1.3580693475509872e-16,1.2184100097756148e-15
AP3M2,8.25818,1.5913261,1.4791076126265442e-16,1.326620981350608e-15
ARMC1,8.257653,1.2474874,1.4856410244980864e-16,1.3320992588218668e-15
KMT5B,8.253993,1.3260074,1.5318826376703012e-16,1.3731685447493501e-15
MSI2,8.253659,1.252322,1.5361634737452407e-16,1.3766117494687244e-15
CEP350,8.252028,1.1449368,1.5572805955495724e-16,1.3947372061571128e-15
GMCL1,8.251691,1.1016613,1.5616862006337152e-16,1.3982830033755293e-15
ACSL5,8.247882,1.2763624,1.612266535112696e-16,1.4431583041999322e-15
TTC17,8.247628,1.1041089,1.6156916265134164e-16,1.445810817884012e-15
CPSF4,8.232166,1.691344,1.8385711154966843e-16,1.6433771109710728e-15
SQLE,8.231542,1.0852898,1.848187326689052e-16,1.651500952795688e-15
USP5,8.230911,1.4880662,1.8579506774730615e-16,1.6597516023497586e-15
LIX1L,8.221406,1.0814153,2.0113186132978042e-16,1.7931775939911034e-15
ECSIT,8.211967,1.3650433,2.175936168626253e-16,1.9393890514049707e-15
FAM126B,8.207005,1.075178,2.2677428079894576e-16,2.020640155405746e-15
BMI1,8.206952,1.0782368,2.268732555745835e-16,2.020946943185145e-15
SLAIN2,8.205512,1.1501793,2.2960980797451653e-16,2.0447419503669187e-15
FARSB,8.205349,1.5773437,2.299225577028604e-16,2.0469448974223094e-15
VARS,8.204443,1.9982798,2.316623285900386e-16,2.0618474049126493e-15
GATAD2A,8.2025795,1.1817386,2.3528348312308333e-16,2.093481426560631e-15
TOR1AIP1,8.201581,1.3506123,2.372452461304341e-16,2.1103369038608017e-15
GIGYF2,8.198808,1.3211131,2.427828773860397e-16,2.158981730711244e-15
TRNAU1AP,8.198131,1.1035075,2.441540812664017e-16,2.1705588979364863e-15
UTP14A,8.193909,1.8736823,2.5287778348648253e-16,2.2474755261837225e-15
CTR9,8.1890135,1.2423824,2.6337702507586864e-16,2.338796946157267e-15
TEX261,8.182572,1.3180383,2.778470538665115e-16,2.466591750386828e-15
C1GALT1,8.175768,1.4055673,2.9398829771617656e-16,2.608406797900596e-15
TP53I13,8.172644,1.3416247,3.017037308470057e-16,2.676103545765041e-15
CD3EAP,8.172224,2.143325,3.027544359623266e-16,2.684662742683775e-15
KAT5,8.165509,1.0587178,3.200812652074389e-16,2.8367009609142712e-15
TMEM250,8.163182,1.4049361,3.2631104564274723e-16,2.8910937040520818e-15
CACUL1,8.161545,1.1337231,3.307658134812383e-16,2.9289050865133068e-15
C6orf89,8.158417,1.175015,3.39443344861049e-16,3.004894139367912e-15
MAP4K1,8.156373,1.2091007,3.4523480683807955e-16,3.0544354441670268e-15
TESPA1,8.1532345,1.0829636,3.543169982556097e-16,3.1321342553307164e-15
BTBD7,8.151691,1.4557474,3.588682036408448e-16,3.1714711612188805e-15
NUP88,8.1496935,1.4238379,3.648469648584075e-16,3.223398227054627e-15
